L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label
47010,53,17,0.0,148,0,2,0,0,4289923,0
42573,53,17,5.239,71,1202,1,1,0,4294804,0
34099,53,17,5.126,67,245,1,1,0,4294822,0
33066,53,17,5.126,50,125,1,1,0,4294823,0
39345,53,17,0.0,148,0,2,0,0,4289921,0
43407,4433,6,0.0,60,40,1,1,22,4294967,1
57004,28122,17,0.0,28,0,1,0,0,0,0
40142,3306,6,0.0,434,497,7,6,27,4294768,0
50343,18228,17,0.0,28,0,1,0,0,0,0
3456,80,17,0.0,2174752,2059776,2152,2152,0,4174989,0
31629,414,6,-1.080971834411641,143604,-444835,55,9,23,4279894,1
55002,53,17,5.126,50,125,1,1,0,4294824,0
3306,43000,6,20.0,294,120,4,3,29,4294966,0
61786,49210,17,0.0,28,0,1,0,0,0,0
52977,53,17,0.0,148,0,2,0,0,4289919,0
80,80,6,7.0,2410474,0,2630,0,0,4175022,0
41807,4607,6,92.5878173510096,-131874,-190447,-1,109,22,4274158,1
32830,53,17,0.0,144,0,2,0,0,4292467,0
47844,517,17,0.0,28,0,1,0,0,0,0
35103,1020,17,0.0,28,0,1,0,0,0,0
44555,53,17,0.0,148,0,2,0,0,4289919,0
52293,4407,6,-0.5060729533050273,386284,441637,46,71,22,4301098,1
0,0,6,0.0,4013421,0,5759,0,0,4174986,0
43942,53,17,5.126,62,137,1,1,0,4294822,0
0,0,6,0.0,1360798,0,1559,0,0,4175097,0
4458,1,6,238.0,40,40,1,1,20,4294967,0
3306,48852,6,20.0,294,120,4,3,29,4294967,0
34401,22739,17,0.0,28,0,1,0,0,0,0
40006,3306,6,0.0,434,497,7,6,27,4294770,0
44798,53,17,0.0,148,0,2,0,0,4289928,0
3456,80,17,0.0,2532370,2488057,2518,2518,0,4175019,0
36808,3306,6,0.0,434,497,7,6,27,4294769,0
8080,80,6,7.0,9519853,8916383,9597,9597,0,4174984,0
55449,4433,6,0.0,60,40,1,1,22,4294967,1
49235,53,17,0.0,74,0,1,0,0,0,0
36988,3306,6,0.0,434,497,7,6,27,4294769,0
53921,53,17,5.126,72,72,1,1,0,4294960,0
2178,1,6,238.0,40,40,1,1,20,4294967,0
3306,924,6,20.0,294,120,4,3,29,4294967,0
54239,53,17,0.0,148,0,2,0,0,4289919,0
4444,49160,6,0.0,208,200,2,1,24,4294906,1
53092,53,17,0.0,148,0,2,0,0,4289919,0
43237,4433,6,0.0,60,40,1,1,22,4294967,1
49134,3306,6,0.0,434,497,7,6,27,4294769,0
0,0,1,0.0,180,0,2,0,0,4268900,1
37292,3306,6,0.0,434,497,7,6,27,4294769,0
3306,52752,6,20.0,294,120,4,3,29,4294967,0
49423,53,17,0.0,148,0,2,0,0,4289919,0
36764,3306,6,0.0,434,497,7,6,27,4294769,0
33560,53,17,0.0,144,0,2,0,0,4289922,0
39976,22,6,92.0,186,164,3,3,30,4294967,1
3306,47852,6,20.0,170,80,2,2,29,4294967,0
80,44488,6,7.0,710,792,4,6,31,4282368,0
43455,4433,6,0.0,60,40,1,1,22,4294967,1
80,80,6,7.0,2419799,0,2639,0,0,4175047,0
365,565,17,0.0,66102,0,1437,0,0,4175037,0
35103,49187,17,0.0,28,0,1,0,0,0,0
48822,53,17,0.0,222,0,3,0,0,3250047,0
4012,1,6,238.0,40,40,1,1,20,4294967,0
58901,21568,17,0.0,28,0,1,0,0,0,0
35815,53,17,0.0,148,0,2,0,0,4289919,0
36918,3306,6,0.0,434,497,7,6,27,4294769,0
36849,965,17,0.0,28,0,1,0,0,0,0
40050,3306,6,0.0,434,497,7,6,27,4294769,0
48438,53,17,0.0,144,0,2,0,0,4292466,0
39709,32931,17,0.0,28,0,1,0,0,0,0
1463,1,6,238.0,40,40,1,1,20,4294967,0
36228,64590,17,0.0,28,0,1,0,0,0,0
3317,1,6,238.0,40,40,1,1,20,4294967,0
36849,17077,17,0.0,28,0,1,0,0,0,0
55194,4045,6,1.5798400306357663,76853,-941765,6,59,22,4211931,1
45235,53,17,5.126,67,245,1,1,0,4294787,0
80,80,6,7.0,235188,0,834,0,0,4175945,0
4033,1,6,238.0,40,40,1,1,20,4294967,0
37038,3306,6,0.0,434,497,7,6,27,4294767,0
50342,16700,17,0.0,28,0,1,0,0,0,0
33163,402,17,0.0,28,0,1,0,0,0,0
80,60534,6,7.0,1354,226,5,4,27,4294913,0
42398,4373,6,1.8033732835259544,-42801,-380754,-28,108,3,4294317,1
54015,53,17,0.0,148,0,2,0,0,4289923,0
42218,53,17,5.126,62,137,1,1,0,4294823,0
54290,3306,6,0.0,434,497,7,6,27,4294769,0
80,80,17,0.0,2320326,0,2519,0,0,4175038,0
34401,21320,17,0.0,28,0,1,0,0,0,0
54284,157,6,0.9869854383843504,281264,-973317,-27,-15,22,4259134,1
80,60540,6,7.0,759,383,5,4,27,4294931,0
8080,80,6,7.0,9515532,8913834,9593,9593,0,4174982,0
4215,1,6,238.0,40,40,1,1,20,4294967,0
50342,21476,17,0.0,28,0,1,0,0,0,0
36878,53,17,0.0,148,0,2,0,0,4289919,0
0,0,1,0.0,168,0,3,0,0,3284401,0
61786,21524,17,0.0,28,0,1,0,0,0,0
53487,4274,6,95.68103503597612,61504,-186504,-5,119,23,4288918,1
80,80,17,0.0,2316983,0,2515,0,0,4175027,0
40036,3306,6,0.0,434,497,7,6,27,4294769,0
46273,53,17,0.0,144,0,2,0,0,4292466,0
57108,53,17,5.24,86,287,1,1,0,4294731,0
43571,4433,6,0.0,60,40,1,1,22,4294967,1
44193,4682,6,1.239323608518741,50016,-409347,40,23,23,4286517,1
53447,53,17,0.0,148,0,2,0,0,4289919,0
54373,53,17,0.0,144,0,2,0,0,4292466,0
39521,445,6,41.0,4525,204,6,4,31,4294930,1
36126,53,17,0.0,148,0,2,0,0,4289919,0
-1230,4265,6,0.3796640563028354,17409,-103367,-6,98,22,4257563,1
53432,-93,6,-0.9474311263753464,-62037,124107,44,-19,23,4169434,1
35103,16779,17,0.0,28,0,1,0,0,0,0
46007,445,6,41.0,4525,204,6,4,31,4294927,1
61786,1022,17,0.0,28,0,1,0,0,0,0
80,80,17,0.0,2321640,0,2520,0,0,4175033,0
49547,53,17,0.0,144,0,2,0,0,4289917,0
48552,53,17,0.0,144,0,2,0,0,4292467,0
53585,20449,17,0.0,28,0,1,0,0,0,0
3231,1,6,238.0,40,40,1,1,20,4294967,0
3842,1,6,238.0,40,40,1,1,20,4294967,0
3456,80,17,0.0,2088775,2053546,2077,2077,0,4195710,0
50342,19161,17,0.0,28,0,1,0,0,0,0
44939,445,6,41.0,4525,204,6,4,31,4294949,1
4338,1,6,238.0,40,40,1,1,20,4294967,0
39742,3306,6,0.0,434,497,7,6,27,4294768,0
58668,53,17,0.0,148,0,2,0,0,4289919,0
51839,53,17,5.126,50,125,1,1,0,4294959,0
52625,4214,6,1.937210434658486,228837,-196688,-2,-21,22,1323462,1
50342,37761,17,0.0,28,0,1,0,0,0,0
34402,26966,17,0.0,28,0,1,0,0,0,0
47932,18113,17,0.0,28,0,1,0,0,0,0
56988,53,17,5.126,72,72,1,1,0,4294959,0
52398,470,6,0.3359068854570157,-118353,220,10,46,22,4281886,1
40503,53,17,5.126,72,72,1,1,0,4294959,0
37224,3306,6,0.0,434,497,7,6,27,4294769,0
3456,80,17,0.0,8974507,9407695,9588,9587,0,4174969,0
36750,22,6,92.0,1674,3380,15,16,27,4290687,1
40066,3306,6,0.0,434,497,7,6,27,4294769,0
54923,4433,6,0.0,60,40,1,1,22,4294967,1
34401,1054,17,0.0,28,0,1,0,0,0,0
35103,19193,17,0.0,28,0,1,0,0,0,0
36228,16947,17,0.0,28,0,1,0,0,0,0
80,80,17,0.0,2321046,0,2519,0,0,4175039,0
58028,8883,6,222.178,37455,2600,50,50,24,4179910,0
51402,53,17,0.0,144,0,2,0,0,4292466,0
49338,8883,6,222.178,30468,3640,70,70,24,4177963,0
50835,53,17,5.126,50,125,1,1,0,4294959,0
59552,8883,6,222.178,40306,5980,115,115,24,4176372,0
50577,53,17,5.126,67,245,1,1,0,4294822,0
39888,22,6,92.0,1606,3380,14,16,27,4289763,1
4545,1,6,238.0,40,40,1,1,20,4294967,0
41859,41081,17,0.0,28,0,1,0,0,0,0
48606,3306,6,0.0,434,497,7,6,27,4294768,0
39933,4224,6,-0.4634041259172692,169481,-639548,-13,24,22,4254417,1
365,565,17,0.0,66194,0,1439,0,0,4175115,0
50342,513,17,0.0,28,0,1,0,0,0,0
60023,53,17,0.0,148,0,2,0,0,4289919,0
35556,53,17,5.126,62,137,1,1,0,4294824,0
39710,5060,17,100.0,28,0,1,0,0,0,0
39996,22,6,92.0,1658,3380,15,16,27,4292539,1
41859,31365,17,0.0,28,0,1,0,0,0,0
35764,513,6,0.0,187,164,3,3,30,4294965,0
34401,42639,17,0.0,28,0,1,0,0,0,0
41860,21698,17,0.0,28,0,1,0,0,0,0
39709,9877,17,0.0,28,0,1,0,0,0,0
44364,53,17,5.126,72,72,1,1,0,4294959,0
34966,53,17,0.0,148,0,2,0,0,4289928,0
35275,53,17,0.0,148,0,2,0,0,4289922,0
42822,513,6,0.0,339,164,3,3,30,4294965,0
47844,53838,17,0.0,28,0,1,0,0,0,0
3306,55426,6,20.0,329,268,4,5,27,4292351,0
50342,1007,17,0.0,28,0,1,0,0,0,0
54740,53,17,0.0,148,0,2,0,0,4289919,0
54270,3306,6,0.0,434,497,7,6,27,4294769,0
0,0,1,0.0,180,0,2,0,0,4269625,1
50342,58640,17,0.0,28,0,1,0,0,0,0
57936,3306,6,20.0,234,164,4,3,27,4289925,0
3306,58374,6,20.0,294,120,4,3,29,4294967,0
36849,33030,17,0.0,28,0,1,0,0,0,0
80,80,6,7.0,8374706,0,9086,0,0,4175916,0
39082,53,17,0.0,148,0,2,0,0,4289926,0
41859,31625,17,0.0,28,0,1,0,0,0,0
50032,4433,6,0.0,2334879,897197,553,303,26,4273697,1
3306,53178,6,20.0,294,120,4,3,29,4294967,0
3460,1,6,238.0,40,40,1,1,20,4294967,0
3374,1,6,238.0,40,40,1,1,20,4294967,0
35103,49199,17,0.0,28,0,1,0,0,0,0
60103,53,17,5.126,50,125,1,1,0,4294959,0
80,8080,6,7.0,1898211,2164202,2034,2034,0,4175022,0
49002,3306,6,0.0,434,497,7,6,27,4294768,0
3306,53578,6,0.0,497,434,6,7,27,4294769,0
80,80,6,7.0,236880,0,840,0,0,4175039,0
2088,53,17,0.0,67,788,1,1,0,4294953,0
80,54970,6,7.0,408,218,4,4,31,4287593,0
58902,59193,17,0.0,28,0,1,0,0,0,0
59629,53,17,5.126,50,125,1,1,0,4294824,0
35147,34555,17,0.0,28,0,1,0,0,0,0
36849,1068,17,0.0,28,0,1,0,0,0,0
44066,53,17,0.0,148,0,2,0,0,4289922,0
3614,-154,6,-1.2383579361309467,-111381,243093,10,25,22,4283844,1
51479,53,17,0.0,148,0,2,0,0,4289919,0
80,80,6,7.0,202476,0,718,0,0,4175134,0
41939,1019,17,0.0,28,0,1,0,0,0,0
38377,53,17,0.0,148,0,2,0,0,4289928,0
36974,3306,6,0.0,434,497,7,6,27,4294769,0
3306,33018,6,20.0,294,120,4,3,29,4294967,0
365,565,17,0.0,46184,0,1004,0,0,4211413,0
3306,48148,6,20.0,294,120,4,3,29,4294967,0
54925,4433,6,0.0,60,40,1,1,22,4294967,1
41859,61412,17,0.0,28,0,1,0,0,0,0
41753,53,17,0.0,148,0,2,0,0,4289919,0
48866,3306,6,0.0,434,497,7,6,27,4294769,0
40190,53,17,0.0,56,1125,1,1,0,4294952,0
40727,19482,17,0.0,28,0,1,0,0,0,0
4375,1,6,238.0,40,40,1,1,20,4294967,0
3306,44412,6,20.0,294,120,4,3,29,4294967,0
43891,53,17,0.0,144,0,2,0,0,4289926,0
53832,3306,6,0.0,434,497,7,6,27,4294769,0
43740,4433,6,0.0,60,40,1,1,22,4294967,1
47844,21524,17,0.0,28,0,1,0,0,0,0
4359,1,6,238.0,40,40,1,1,20,4294967,0
39912,3306,6,0.0,434,497,7,6,27,4294769,0
40130,3306,6,0.0,434,497,7,6,27,4294769,0
4656,53,17,0.0,56,1125,1,1,0,4294951,0
37270,3306,6,0.0,434,497,7,6,27,4294768,0
41859,43370,17,0.0,28,0,1,0,0,0,0
64035,53,17,0.0,56,1125,1,1,0,4294909,0
3456,80,17,0.0,2531776,2488210,2517,2517,0,4175003,0
49844,123,17,9.169,76,76,1,1,0,4294678,0
0,0,1,0.0,40,0,1,0,0,0,1
6337,53,17,5.239,71,1202,1,1,0,4294739,0
2502,1,6,238.0,40,40,1,1,20,4294967,0
80,52210,6,7.0,1340,592,4,4,27,4268876,0
0,0,6,0.0,1205208,0,1317,0,0,4175076,0
36228,18832,17,0.0,28,0,1,0,0,0,0
3306,57828,6,20.0,294,120,4,3,29,4294967,0
44532,53,17,0.0,148,0,2,0,0,4289919,0
1576,4178,6,1.668004530103627,-174086,-85760,-19,29,22,4290884,1
40038,3306,6,0.0,434,497,7,6,27,4294768,0
4348,1,6,238.0,40,40,1,1,20,4294967,0
50342,21576,17,0.0,28,0,1,0,0,0,0
3306,49206,6,20.0,294,120,4,3,29,4294967,0
54988,4433,6,0.0,60,40,1,1,22,4294967,1
4433,50032,6,0.0,167697,93496246,2955,8141,24,4248103,1
2149,1,6,238.0,40,40,1,1,20,4294967,0
54292,3306,6,0.0,434,497,7,6,27,4294769,0
33377,53,17,0.0,148,0,2,0,0,4289926,0
49116,3306,6,0.0,434,497,7,6,27,4294769,0
37356,3306,6,0.0,434,497,7,6,27,4294769,0
35147,5093,17,0.0,28,0,1,0,0,0,0
4449,1,6,238.0,40,40,1,1,20,4294967,0
80,80,6,7.0,2034036,0,2154,0,0,4175026,0
40765,53,17,0.0,148,0,2,0,0,4289926,0
39740,3306,6,0.0,434,497,7,6,27,4294768,0
36229,17673,17,0.0,28,0,1,0,0,0,0
44018,4433,6,0.0,60,40,1,1,22,4294967,1
41906,53,17,0.0,148,0,2,0,0,4289919,0
38309,53,17,0.0,148,0,2,0,0,4289919,0
51607,53,17,5.126,50,125,1,1,0,4294823,0
0,0,6,0.0,1360577,0,1559,0,0,4175094,0
55896,53,17,0.0,148,0,2,0,0,4289927,0
3447,1,6,238.0,40,40,1,1,20,4294967,0
36228,786,17,0.0,28,0,1,0,0,0,0
57843,53,17,0.0,148,0,2,0,0,4289921,0
3233,1,6,238.0,40,40,1,1,20,4294967,0
56287,53,17,5.126,50,125,1,1,0,4294823,0
3486,1,6,238.0,40,40,1,1,20,4294967,0
0,0,1,0.0,6276,0,109,0,0,4187645,1
53585,18830,17,0.0,28,0,1,0,0,0,0
49291,53,17,0.0,148,0,2,0,0,4289919,0
48888,3306,6,0.0,434,497,7,6,27,4294769,0
36934,3306,6,0.0,434,497,7,6,27,4294769,0
80,80,6,7.0,2419284,0,2639,0,0,4175043,0
3135,1,6,238.0,40,40,1,1,20,4294967,0
36849,1782,17,0.0,28,0,1,0,0,0,0
47223,53,17,5.126,72,72,1,1,0,4294959,0
59552,8883,6,222.178,40538,5980,115,115,24,4175235,0
56833,53,17,0.0,144,0,2,0,0,4292466,0
47644,53,17,0.0,148,0,2,0,0,4289924,0
41860,687,17,0.0,28,0,1,0,0,0,0
47912,53,17,0.0,148,0,2,0,0,4289926,0
36311,514,17,17.0,28,0,1,0,0,0,0
80,8080,6,7.0,2451480,2491320,2520,2520,0,4174970,0
38520,53,17,5.126,50,125,1,1,0,4294823,0
3456,80,17,0.0,8926325,9358950,9535,9535,0,4174985,0
365,565,17,0.0,66194,0,1439,0,0,4175034,0
56122,542,6,0.9983654915540224,-84958,544181,55,99,22,4275636,1
3389,1,6,238.0,40,40,1,1,20,4294967,0
48706,3306,6,0.0,434,497,7,6,27,4294769,0
53894,3306,6,0.0,434,497,7,6,27,4294768,0
58703,53,17,0.0,148,0,2,0,0,4289924,0
39696,53,17,5.126,72,72,1,1,0,4294959,0
36849,20851,17,0.0,28,0,1,0,0,0,0
41307,8883,6,222.178,37179,2340,45,45,24,4179907,0
80,80,17,0.0,9072730,0,9597,0,0,4174981,0
80,8080,6,7.0,2442545,2484124,2512,2512,0,4174993,0
58028,8883,6,222.178,39531,4680,90,90,24,4179204,0
8080,80,6,7.0,9516827,8916444,9595,9595,0,4174971,0
36849,17533,17,0.0,28,0,1,0,0,0,0
53852,3306,6,0.0,434,497,7,6,27,4294769,0
40044,22,6,92.0,1478,3380,13,16,31,4292640,1
49325,8883,6,222.178,32179,3536,70,68,24,4175784,0
53518,4257,6,-1.8753598733528893,-37100,605055,36,20,22,4277175,1
59686,53,17,0.0,148,0,2,0,0,4289919,0
54262,53,17,5.126,72,72,1,1,0,4294959,0
49325,8883,6,222.178,36391,3640,70,70,24,4175891,0
43139,445,6,41.0,4525,204,6,4,31,4294936,1
58852,53,17,0.0,592,0,8,0,0,4287939,0
43761,4433,6,0.0,60,40,1,1,22,4294967,1
33073,53,17,0.0,148,0,2,0,0,4289919,0
54949,4433,6,0.0,60,40,1,1,22,4294967,1
80,80,6,7.0,2417135,0,2636,0,0,4175031,0
39952,22,6,92.0,1658,3380,15,16,27,4287446,1
41079,830,6,1.3494667047530617,-168250,354231,-15,-24,22,4269289,1
36593,374,6,-0.10506326804924418,-140721,402747,6,27,27,4296467,1
55200,4048,6,0.5205686247776676,-216635,13993,-8,118,23,4269698,1
36849,64080,17,0.0,28,0,1,0,0,0,0
80,80,6,7.0,236880,0,840,0,0,4175004,0
2522,1,6,238.0,40,40,1,1,20,4294967,0
36233,631,17,0.0,28,0,1,0,0,0,0
43251,53,17,0.0,148,0,2,0,0,4289919,0
59820,513,6,0.0,186,164,3,3,30,4294965,0
53250,53,17,0.0,148,0,2,0,0,4289919,0
45959,53,17,0.0,148,0,2,0,0,4289919,0
33917,53,17,5.126,67,245,1,1,0,4294676,0
34306,53,17,0.0,148,0,2,0,0,4289925,0
54330,3306,6,0.0,434,497,7,6,27,4294769,0
49082,53,17,0.0,148,0,2,0,0,4289919,0
41178,53,17,0.0,148,0,2,0,0,4289919,0
4238,1,6,238.0,40,40,1,1,20,4294967,0
30184,53,17,0.0,56,1125,1,1,0,4294742,0
34401,9103,17,0.0,28,0,1,0,0,0,0
3306,49270,6,20.0,294,120,4,3,29,4294967,0
48546,3306,6,0.0,434,497,7,6,27,4294769,0
80,8080,6,7.0,2450740,2490184,2519,2519,0,4175028,0
34549,53,17,5.178,77,363,1,1,0,4294730,0
50342,26720,17,0.0,28,0,1,0,0,0,0
41859,6002,17,0.0,28,0,1,0,0,0,0
3306,47314,6,20.0,294,120,4,3,29,4294967,0
3306,48912,6,20.0,294,120,4,3,29,4294967,0
40040,3306,6,0.0,434,497,7,6,27,4294769,0
3481,1,6,238.0,40,40,1,1,20,4294967,0
2153,1,6,238.0,40,40,1,1,20,4294967,0
80,50432,6,7.0,1340,628,4,6,31,4257214,0
365,565,17,0.0,65780,0,1430,0,0,4175853,0
41307,8883,6,222.178,38545,3692,71,71,24,4178710,0
57317,53,17,0.0,148,0,2,0,0,4289919,0
48396,3306,6,0.0,434,497,7,6,27,4294768,0
0,0,1,0.0,6724,0,120,0,0,4175635,1
41324,331,1,2.6201200998643013,-66457,-45206,31,-41,23,4306805,1
0,0,1,0.0,262,0,2,0,0,4266678,1
0,0,1,0.0,262,0,2,0,0,4267118,1
3474,1,6,238.0,40,40,1,1,20,4294967,0
4091,1,6,238.0,40,40,1,1,20,4294967,0
3456,80,17,0.0,2534640,2490960,2520,2520,0,4174996,0
0,0,1,0.0,4032,0,72,0,0,4224499,1
2168,1,6,238.0,40,40,1,1,20,4294967,0
3306,57090,6,20.0,294,120,4,3,29,4294967,0
34401,62154,17,0.0,28,0,1,0,0,0,0
34401,2343,17,0.0,28,0,1,0,0,0,0
60723,53,17,0.0,148,0,2,0,0,4289921,0
3239,1,6,238.0,40,40,1,1,20,4294967,0
3306,43740,6,20.0,294,120,4,3,29,4294967,0
40168,3306,6,0.0,434,497,7,6,27,4294769,0
39709,49968,17,0.0,28,0,1,0,0,0,0
61880,20249,17,0.0,28,0,1,0,0,0,0
58028,8883,6,222.178,36685,2392,46,46,24,4178890,0
52307,-600,6,2.792894471025844,-187581,394100,-15,-62,22,4320910,1
42433,53,17,5.126,72,72,1,1,0,4294960,0
80,80,17,0.0,2321054,0,2519,0,0,4175020,0
35104,30544,17,0.0,28,0,1,0,0,0,0
53280,464,17,0.0,28,0,1,0,0,0,0
4093,1,6,238.0,40,40,1,1,20,4294967,0
80,3456,17,0.0,9413486,8978516,9592,9591,0,4174974,0
49154,39558,6,0.0,228,332,4,6,27,4287463,0
80,38830,6,7.0,44,40,1,1,22,4294967,0
43216,4843,6,-1.0791193401104544,179560,-722311,24,-26,23,4236606,1
33530,123,17,9.169,76,76,1,1,0,4294678,0
43967,4433,6,0.0,60,40,1,1,22,4294967,1
54858,4433,6,0.0,60,40,1,1,22,4294967,1
43644,53,17,0.0,144,0,2,0,0,4289928,0
52947,3971,6,2.342106106891639,-70721,10253,42,120,22,4264067,1
53844,3306,6,0.0,434,497,7,6,27,4294767,0
36849,1124,17,0.0,28,0,1,0,0,0,0
41307,53,17,5.126,62,137,1,1,0,4294823,0
35103,20380,17,0.0,28,0,1,0,0,0,0
80,33704,6,7.0,44,40,1,1,22,4294967,0
61786,49160,17,0.0,28,0,1,0,0,0,0
4371,1,6,238.0,40,40,1,1,20,4294967,0
36237,631,17,0.0,28,0,1,0,0,0,0
48806,53,17,0.0,148,0,2,0,0,4289919,0
52192,4436,6,1.3092334477317589,194232,111201,39,-53,27,4301278,1
53585,19181,17,0.0,28,0,1,0,0,0,0
40600,53,17,5.126,67,245,1,1,0,4294822,0
45564,53,17,0.0,148,0,2,0,0,4289919,0
2139,1,6,238.0,40,40,1,1,20,4294967,0
48668,3306,6,0.0,434,497,7,6,27,4294758,0
47844,19500,17,0.0,28,0,1,0,0,0,0
34401,1034,17,0.0,28,0,1,0,0,0,0
3306,48932,6,20.0,294,120,4,3,29,4294967,0
36228,20366,17,0.0,28,0,1,0,0,0,0
39709,42056,17,0.0,28,0,1,0,0,0,0
47844,19541,17,0.0,28,0,1,0,0,0,0
39936,22,6,92.0,1658,3380,15,16,27,4287924,1
36850,18807,17,0.0,28,0,1,0,0,0,0
35045,53,17,0.0,148,0,2,0,0,4289919,0
4111,1,6,238.0,40,40,1,1,20,4294967,0
36747,53,17,0.0,56,1125,1,1,0,4294906,0
39709,27482,17,0.0,28,0,1,0,0,0,0
49157,45586,6,0.0,216,378,4,5,27,4289960,0
42032,53,17,5.126,50,125,1,1,0,4294823,0
3462,1,6,238.0,40,40,1,1,20,4294967,0
39974,22,6,92.0,186,164,3,3,30,4294967,1
41859,21702,17,0.0,28,0,1,0,0,0,0
42890,-327,6,0.06522686794425889,123247,-326527,-1,-29,22,4260117,1
40561,53,17,0.0,148,0,2,0,0,4289919,0
39902,3306,6,0.0,434,497,7,6,27,4294769,0
4164,1,6,238.0,40,40,1,1,20,4294967,0
80,8080,6,7.0,2449729,2489331,2518,2518,0,4175053,0
43220,53,17,0.0,148,0,2,0,0,4289919,0
43409,179,6,99.18972469685768,-17999,-347398,14,136,22,4243185,1
41584,53,17,5.126,62,137,1,1,0,4294823,0
42399,53,17,0.0,148,0,2,0,0,4289919,0
995,36610,6,91.23,1830,408,5,6,27,4288951,0
50194,53,17,0.0,148,0,2,0,0,4289928,0
35776,513,6,0.0,274,269,5,5,31,4284875,0
37343,53,17,0.0,148,0,2,0,0,4289926,0
55676,53,17,5.126,50,125,1,1,0,4294822,0
35064,22,6,92.0,186,164,3,3,30,4294954,1
35147,19161,17,0.0,28,0,1,0,0,0,0
0,0,1,0.0,262,0,2,0,0,4267550,1
34788,53,17,0.0,148,0,2,0,0,4289923,0
56549,53,17,0.0,144,0,2,0,0,4292466,0
32254,-92,6,1.108360182873361,-186687,-359861,-22,7,28,4266759,1
39796,3306,6,0.0,434,497,7,6,27,4294769,0
47844,45818,17,0.0,28,0,1,0,0,0,0
40922,587,6,2.201951233838847,-361172,-296472,22,-5,23,714502,1
43844,4433,6,0.0,60,40,1,1,22,4294967,1
