L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label
42162,80,6,7.0,52,0,1,0,20,0,1
34422,80,6,7.0,619,1340,5,4,27,4260437,1
60670,80,6,7.0,867,770,7,5,31,0,1
54108,80,6,7.0,797,1340,5,4,27,4278540,1
51870,80,6,7.0,694,1340,6,4,31,4240128,1
59384,80,6,7.0,925,1340,5,4,27,4260542,1
53132,80,6,7.0,52,0,1,0,20,0,1
80,8080,6,7.0,8911660,9514051,9592,9592,0,4174976,0
47276,80,6,7.0,799,770,7,5,31,0,1
44692,80,6,7.0,728,1340,5,4,27,4278227,1
51514,80,6,7.0,1003,1340,5,4,27,4262990,1
39964,80,6,7.0,359,1283,6,4,27,4294814,1
45604,53,17,5.126,67,245,1,1,0,4294769,0
57004,62677,17,0.0,28,0,1,0,0,0,0
41170,80,6,7.0,112,0,2,0,22,1897957,1
58074,80,6,7.0,706,1340,6,4,31,4237802,1
59552,8883,6,222.178,40156,5876,113,113,24,4176126,0
37514,80,6,7.0,52,0,1,0,20,0,1
56530,80,6,7.0,639,1340,5,4,27,4262051,1
57132,80,6,7.0,795,1392,6,5,27,4260512,1
36208,80,6,7.0,52,0,1,0,20,0,1
36836,3306,6,0.0,434,497,7,6,27,4294768,0
56154,80,6,7.0,701,770,7,5,31,0,1
50558,80,6,7.0,575,1340,6,4,31,4257234,1
52090,80,6,7.0,583,710,5,4,27,4283153,1
59892,80,6,7.0,803,770,7,5,31,0,1
80,80,17,0.0,8541641,0,9035,0,0,4174976,0
46282,80,6,7.0,854,770,7,5,31,0,1
33110,80,6,7.0,112,0,2,0,22,284043,1
54532,80,6,7.0,915,770,7,5,31,0,1
53952,80,6,7.0,278,1354,5,5,27,4288924,1
53678,80,6,7.0,701,710,5,4,27,4283119,1
52114,80,6,7.0,745,710,5,4,27,4283153,1
52318,80,6,7.0,765,770,7,5,31,0,1
41956,80,6,7.0,808,710,6,4,31,4287952,1
54728,80,6,7.0,653,1340,5,4,27,4262279,1
36892,80,6,7.0,717,770,7,5,31,0,1
59002,80,6,7.0,636,1340,5,4,27,4260243,1
60720,80,6,7.0,741,1340,5,4,27,4262869,1
54104,80,6,7.0,720,770,7,5,31,0,1
53544,80,6,7.0,112,0,2,0,22,814553,1
34946,80,6,7.0,604,1340,5,4,27,4260655,1
43253,53,17,0.0,148,0,2,0,0,4289921,0
44684,80,6,7.0,801,710,6,4,31,4273855,1
35816,80,6,7.0,112,0,2,0,22,1763918,1
48963,53,17,5.126,62,137,1,1,0,4294823,0
4153,1,6,238.0,40,40,1,1,20,4294967,0
36024,80,6,7.0,808,1340,5,4,27,4261052,1
42346,80,6,7.0,750,770,7,5,31,0,1
59122,80,6,7.0,995,1340,5,4,27,4260270,1
51568,80,6,7.0,760,1340,5,4,27,4260910,1
49914,53,17,5.126,72,72,1,1,0,4294960,0
37508,80,6,7.0,844,770,7,5,31,0,1
54400,80,6,7.0,727,710,5,4,27,4282921,1
3940,1,6,238.0,40,40,1,1,20,4294967,0
56910,80,6,7.0,649,1340,5,4,27,4261692,1
39709,49968,17,0.0,28,0,1,0,0,0,0
0,0,6,0.0,3945171,0,5662,0,0,4174981,0
35104,1001,17,0.0,28,0,1,0,0,0,0
51906,80,6,7.0,112,0,2,0,22,760037,1
53650,80,6,7.0,655,1340,5,4,27,4260998,1
49680,80,6,7.0,630,1340,5,4,27,4278480,1
52706,80,6,7.0,633,1340,5,4,27,4260479,1
48762,80,6,7.0,589,1340,5,4,27,4261900,1
36918,80,6,7.0,732,710,5,4,27,4283182,1
45212,80,6,7.0,870,770,7,5,31,0,1
57004,49165,17,0.0,28,0,1,0,0,0,0
37730,80,6,7.0,855,1340,5,4,27,4260621,1
38790,80,6,7.0,40,0,1,0,4,0,1
39954,80,6,7.0,737,770,7,5,31,0,1
42682,53,17,0.0,144,0,2,0,0,4289920,0
58586,80,6,7.0,707,1340,5,4,27,4278580,1
58666,80,6,7.0,651,770,7,5,31,0,1
51776,80,6,7.0,805,770,7,5,31,0,1
38966,80,6,7.0,692,710,5,4,27,4289921,1
41688,80,6,7.0,712,770,7,5,31,0,1
50752,80,6,7.0,750,770,8,5,31,0,1
3191,1,6,238.0,40,40,1,1,20,4294967,0
57468,80,6,7.0,784,770,7,5,31,0,1
59540,80,6,7.0,52,0,1,0,20,0,1
52942,80,6,7.0,52,0,1,0,20,0,1
55277,53,17,0.0,148,0,2,0,0,4289922,0
53544,80,6,7.0,632,658,5,3,30,4292855,1
37716,80,6,7.0,52,0,1,0,20,0,1
49202,80,6,7.0,748,770,7,5,31,0,1
36228,64590,17,0.0,28,0,1,0,0,0,0
50496,53,17,5.126,67,245,1,1,0,4294732,0
41402,80,6,7.0,731,1340,6,4,31,4261170,1
365,565,17,0.0,66010,0,1435,0,0,4175517,0
48036,80,6,7.0,669,1340,5,4,27,4262183,1
51536,80,6,7.0,52,0,1,0,20,0,1
47060,80,6,7.0,747,1340,5,4,27,4261001,1
0,0,1,0.0,262,0,2,0,0,4267414,1
60174,80,6,7.0,52,0,1,0,20,0,1
48302,80,6,7.0,951,710,5,4,27,4289922,1
36906,80,6,7.0,848,770,7,5,31,0,1
47062,80,6,7.0,569,1340,5,4,27,4262244,1
51556,80,6,7.0,52,0,1,0,20,0,1
57176,80,6,7.0,52,0,1,0,20,0,1
42664,80,6,7.0,750,710,6,4,31,4281495,1
59184,80,6,7.0,554,1340,5,4,27,4278711,1
48464,80,6,7.0,112,0,2,0,22,670927,1
46780,80,6,7.0,623,1340,5,4,27,4276904,1
38008,80,6,7.0,775,770,7,5,31,0,1
57302,80,6,7.0,600,1280,4,3,25,4261276,1
35898,80,6,7.0,112,0,2,0,22,1763902,1
38664,80,6,7.0,728,1340,6,4,31,4258130,1
51848,80,6,7.0,727,710,5,4,27,4289924,1
49674,80,6,7.0,887,1340,5,4,27,4278474,1
55074,80,6,7.0,882,770,7,5,31,0,1
52170,80,6,7.0,665,770,7,5,31,0,1
36945,686,17,0.0,28,0,1,0,0,0,0
53140,80,6,7.0,112,0,2,0,22,814896,1
52384,80,6,7.0,740,770,7,5,31,0,1
60044,80,6,7.0,3020,1340,9,4,31,4236154,1
57580,80,6,7.0,596,1340,5,4,27,4262410,1
56466,80,6,7.0,732,1340,5,4,27,4262243,1
43256,80,6,7.0,686,1340,5,4,27,4260645,1
53860,80,6,7.0,680,710,5,4,27,4283154,1
48496,3306,6,0.0,434,497,7,6,27,4294769,0
53520,80,6,7.0,741,710,5,4,27,4282956,1
50494,80,6,7.0,359,1283,6,4,27,4294815,1
38018,80,6,7.0,686,770,7,5,31,0,1
39088,79,6,6.999862183463917,856,765,7,5,31,2484,1
59894,80,6,7.0,923,1340,6,4,31,4236134,1
44868,80,6,7.0,575,1340,5,4,27,4260315,1
57226,80,6,7.0,678,1340,5,4,27,4262118,1
54918,80,6,7.0,651,718,6,4,30,0,1
41452,80,6,7.0,665,1340,6,4,31,4261178,1
51602,80,6,7.0,684,1340,5,4,27,4260931,1
54920,53,17,0.0,148,0,2,0,0,4289927,0
44936,80,6,7.0,878,710,6,4,31,4273892,1
47116,80,6,7.0,710,770,7,5,31,0,1
37388,80,6,7.0,736,770,7,5,31,0,1
35446,80,6,7.0,752,770,7,5,31,0,1
38216,80,6,7.0,716,1340,6,4,31,4239666,1
3456,80,17,0.0,2530652,2487736,2515,2515,0,4175035,0
60426,80,6,7.0,542,1340,5,4,27,4260610,1
33526,80,6,7.0,615,710,5,4,27,4284131,1
60906,80,6,7.0,1016,1340,5,4,27,4262896,1
59391,53,17,0.0,77,1205,1,1,0,4294909,0
57584,80,6,7.0,783,770,7,5,31,0,1
58646,80,6,7.0,5869,770,16,5,31,0,1
56358,80,6,7.0,802,1340,5,4,27,4262214,1
38156,80,6,7.0,719,710,5,4,27,4289920,1
60214,80,6,7.0,52,0,1,0,20,0,1
59254,80,6,7.0,722,1340,5,4,27,4260519,1
37262,80,6,7.0,52,0,1,0,20,0,1
45493,53,17,5.126,67,245,1,1,0,4294706,0
55590,53,17,5.126,72,72,1,1,0,4294959,0
58404,53,17,5.126,67,245,1,1,0,4294822,0
48844,3306,6,0.0,434,497,7,6,27,4294769,0
60874,80,6,7.0,927,770,7,5,31,0,1
3456,80,17,0.0,2533742,2489960,2519,2519,0,4175028,0
52639,53,17,0.0,144,0,2,0,0,4289918,0
34276,80,6,7.0,52,0,1,0,20,0,1
45978,80,6,7.0,605,1340,5,4,27,4263376,1
35244,80,6,7.0,603,1340,5,4,27,4264095,1
52088,80,6,7.0,886,1340,6,4,31,4241178,1
56824,80,6,7.0,802,770,7,5,31,0,1
0,0,1,0.0,492,0,2,0,0,4270056,1
52000,80,6,7.0,798,1340,6,4,31,4240147,1
56176,80,6,7.0,776,770,7,5,31,0,1
42700,80,6,7.0,908,718,6,4,30,0,1
49089,78,6,7.000183107594145,713,1341,5,4,27,4284383,1
56956,80,6,7.0,951,770,7,5,31,0,1
39218,80,6,7.0,112,0,2,0,22,1863461,1
54750,80,6,7.0,903,718,7,4,30,0,1
55408,80,6,7.0,857,770,7,5,31,0,1
59064,80,6,7.0,766,770,7,5,31,0,1
54310,80,6,7.0,727,770,7,5,31,0,1
60796,80,6,7.0,52,0,1,0,20,0,1
56444,80,6,7.0,767,1340,5,4,27,4262239,1
39298,80,6,7.0,702,710,5,4,27,4282967,1
36558,80,6,7.0,112,0,2,0,22,390994,1
80,34376,6,7.0,1288,730,3,4,30,4282978,1
59816,80,6,7.0,747,1340,6,4,31,4236124,1
36468,80,6,7.0,4806,1580,19,8,31,4205944,1
35976,80,6,7.0,869,770,7,5,31,0,1
60196,80,6,7.0,932,770,7,5,31,0,1
41681,53,17,5.126,62,137,1,1,0,4294822,0
54650,80,6,7.0,699,770,7,5,31,0,1
52450,80,6,7.0,765,770,7,5,31,0,1
55936,80,6,7.0,755,770,7,5,31,0,1
40176,80,6,7.0,780,770,7,5,31,0,1
41238,53,17,5.126,72,72,1,1,0,4294959,0
56894,80,6,7.0,725,770,7,5,31,0,1
59298,80,6,7.0,443,749,5,5,27,4294964,1
36090,80,6,7.0,829,1340,5,4,27,4261054,1
37500,80,6,7.0,687,1340,5,4,27,4278768,1
58582,80,6,7.0,52,0,1,0,20,0,1
53738,80,6,7.0,738,1400,7,5,31,0,1
51712,80,6,7.0,816,770,7,5,31,0,1
45566,80,6,7.0,894,770,7,5,31,0,1
58514,80,6,7.0,112,0,2,0,22,1597968,1
52012,80,6,7.0,788,1340,6,4,31,4240149,1
0,0,1,0.0,80,0,2,0,0,900115,1
55396,80,6,7.0,662,710,6,4,31,4294833,1
55086,80,6,7.0,112,0,2,0,22,849449,1
55202,80,6,7.0,888,770,7,5,31,0,1
80,80,6,7.0,236880,0,840,0,0,4175065,0
49908,80,6,7.0,667,770,7,5,31,0,1
48135,53,17,0.0,148,0,2,0,0,4289922,0
51328,80,6,7.0,671,1340,6,4,31,4257495,1
41954,80,6,7.0,725,710,6,4,31,4287952,1
58253,443,6,91.239,2170,3748,14,12,26,4294665,0
41988,80,6,7.0,1059,770,7,5,31,0,1
33358,80,6,7.0,112,0,2,0,22,283997,1
34401,685,17,0.0,28,0,1,0,0,0,0
41684,80,6,7.0,743,770,7,5,31,0,1
57894,80,6,7.0,712,770,7,5,31,0,1
37184,80,6,7.0,112,0,2,0,22,1818933,1
34492,80,6,7.0,947,770,7,5,31,0,1
35846,80,6,7.0,688,770,7,5,31,0,1
80,80,6,7.0,236880,0,840,0,0,4175072,0
34656,80,6,7.0,859,710,5,4,27,4282970,1
51840,80,6,7.0,52,0,1,0,20,0,1
59390,80,6,7.0,590,1340,5,4,27,4260555,1
56300,80,6,7.0,721,770,7,5,31,0,1
36638,80,6,7.0,52,0,1,0,20,0,1
56766,80,6,7.0,631,1340,5,4,27,4261601,1
51002,53,17,0.0,148,0,2,0,0,4289921,0
-1535,-13,1,0.027063303577246477,82,-17,2,0,20,-12986,1
37584,80,6,7.0,749,1340,5,4,27,4260610,1
42908,80,6,7.0,700,1340,5,4,27,4278639,1
36686,80,6,7.0,5008,60,11,1,26,4268181,1
52118,80,6,7.0,112,0,2,0,22,759925,1
56184,80,6,7.0,994,1340,5,4,27,4260467,1
33922,80,6,7.0,675,1340,5,4,27,4261277,1
42650,80,6,7.0,708,1340,6,4,31,4260681,1
60740,80,6,7.0,795,770,7,5,31,0,1
53806,80,6,7.0,52,0,1,0,20,0,1
53784,80,6,7.0,754,710,6,4,31,4287948,1
51940,80,6,7.0,703,1340,6,4,31,4240138,1
0,0,1,0.0,6787,0,120,0,0,4176460,1
42202,80,6,7.0,846,658,5,3,30,4287991,1
4540,1,6,238.0,40,40,1,1,20,4294967,0
48660,80,6,7.0,666,1340,5,4,27,4271837,1
34710,80,6,7.0,621,710,5,4,27,4282973,1
2142,1,6,238.0,40,40,1,1,20,4294967,0
56818,80,6,7.0,572,1340,5,4,27,4277947,1
41416,80,6,7.0,736,1340,6,4,31,4261172,1
3306,51616,6,20.0,294,120,4,3,29,4294966,0
39158,80,6,7.0,112,0,2,0,22,1863477,1
46674,80,6,7.0,616,1340,5,4,27,4262562,1
54684,80,6,7.0,688,718,6,4,30,0,1
47168,80,6,7.0,759,770,7,5,31,0,1
52810,80,6,7.0,786,718,6,4,30,0,1
35452,80,6,7.0,52,0,1,0,20,0,1
3306,34374,6,20.0,242,120,3,3,29,4294967,0
0,0,1,0.0,148,0,1,0,0,0,1
38274,80,6,7.0,598,1340,6,4,31,4239677,1
80,80,6,7.0,2032680,0,2153,0,0,4175087,0
53562,80,6,7.0,628,658,5,3,30,4292858,1
54330,80,6,7.0,670,710,5,4,27,4282933,1
80,46310,6,7.0,60,558,1,2,26,4281743,0
32800,53,17,0.0,144,0,2,0,0,4292466,0
3306,47856,6,20.0,294,120,4,3,29,4294967,0
42598,80,6,7.0,800,718,6,4,30,0,1
35760,80,6,7.0,732,770,7,5,31,4294967,1
44320,80,6,7.0,692,710,6,4,31,4275224,1
58630,80,6,7.0,841,770,7,5,31,0,1
59539,53,17,0.0,144,0,2,0,0,4289921,0
80,80,17,0.0,2317715,0,2516,0,0,4175031,0
40889,53,17,0.0,148,0,2,0,0,4289919,0
37892,80,6,7.0,755,1340,5,4,27,4262854,1
58540,80,6,7.0,938,770,7,5,31,0,1
59468,80,6,7.0,52,0,1,0,20,0,1
58888,80,6,7.0,705,770,7,5,31,0,1
35026,80,6,7.0,112,0,2,0,22,336958,1
33790,80,6,7.0,52,0,1,0,20,0,1
47898,80,6,7.0,590,1340,5,4,27,4261876,1
38902,80,6,7.0,40,0,1,0,4,0,1
3306,44850,6,20.0,294,120,4,3,29,4294967,0
35104,17836,17,0.0,28,0,1,0,0,0,0
44663,53,17,0.0,148,0,2,0,0,4289925,0
55062,80,6,7.0,607,710,5,4,27,4289921,1
43344,80,6,7.0,589,1340,5,4,27,4279034,1
39539,53,17,0.0,148,0,2,0,0,4289919,0
57064,80,6,7.0,939,770,7,5,31,0,1
55714,80,6,7.0,987,770,7,5,31,0,1
41454,80,6,7.0,826,1340,6,4,31,4261179,1
52074,80,6,7.0,553,1340,5,4,27,4263748,1
57878,80,6,7.0,727,1340,6,4,31,4237773,1
33738,80,6,7.0,1005,770,7,5,31,0,1
54074,80,6,7.0,741,1288,5,3,30,4276835,1
50940,80,6,7.0,685,1340,5,4,27,4278593,1
54004,3306,6,0.0,434,497,7,6,27,4294768,0
37842,80,6,7.0,635,710,5,4,27,4284154,1
54626,80,6,7.0,822,770,7,5,31,0,1
33148,80,6,7.0,766,1340,6,4,31,4256188,1
0,0,1,0.0,6784,0,120,0,0,4175632,1
3456,80,17,0.0,2205117,2166562,2192,2192,0,4190621,0
55244,80,6,7.0,647,1340,5,4,27,4278703,1
41626,80,6,7.0,678,658,5,3,30,4291894,1
55252,80,6,7.0,681,1340,5,4,27,4262487,1
0,0,1,0.0,296,0,2,0,0,4293827,1
56310,80,6,7.0,844,1340,5,4,27,4262337,1
44053,53,17,0.0,148,0,2,0,0,4289919,0
60154,80,6,7.0,112,0,2,0,22,603165,1
55864,80,6,7.0,685,770,7,5,31,0,1
42400,80,6,7.0,657,1340,5,4,27,4260332,1
50940,80,6,7.0,52,0,1,0,20,0,1
41384,80,6,7.0,622,1340,6,4,31,4261166,1
36396,80,6,7.0,112,0,2,0,22,1763790,1
59956,80,6,7.0,748,770,7,5,31,0,1
50276,80,6,7.0,896,770,7,5,31,0,1
35722,80,6,7.0,742,1340,5,4,27,4260779,1
56210,80,6,7.0,1068,770,7,5,31,0,1
57544,80,6,7.0,52,0,1,0,20,0,1
60512,80,6,7.0,741,770,7,5,31,0,1
39810,80,6,7.0,650,718,6,4,30,0,1
3207,1,6,238.0,40,40,1,1,20,4294967,0
54718,80,6,7.0,687,710,6,4,31,4287632,1
36360,80,6,7.0,668,710,5,4,27,4289918,1
35782,80,6,7.0,764,1340,5,4,27,4260779,1
33908,80,6,7.0,987,770,7,5,31,0,1
42584,80,6,7.0,52,0,1,0,20,0,1
35626,80,6,7.0,52,0,1,0,20,0,1
51090,80,6,7.0,781,718,6,4,30,0,1
56368,80,6,7.0,804,770,7,5,31,0,1
51752,80,6,7.0,590,1340,5,4,27,4262988,1
53466,80,6,7.0,598,710,5,4,27,4289920,1
36080,80,6,7.0,338,1400,6,5,27,4294883,1
57314,80,6,7.0,52,0,1,0,20,0,1
43064,80,6,7.0,612,1340,5,4,27,4261353,1
60970,80,6,7.0,112,0,2,0,22,284108,1
56548,80,6,7.0,673,718,6,4,30,0,1
53806,80,6,7.0,808,770,7,5,31,0,1
57658,80,6,7.0,52,0,1,0,20,0,1
52982,80,6,7.0,619,1340,5,4,27,4260835,1
47896,80,6,7.0,923,770,7,5,31,0,1
59794,80,6,7.0,841,770,7,5,31,0,1
48552,3306,6,0.0,434,497,7,6,27,4294769,0
57642,80,6,7.0,815,770,7,5,31,0,1
80,80,6,7.0,236880,0,840,0,0,4175074,0
40108,80,6,7.0,779,770,7,5,31,0,1
53652,80,6,7.0,696,710,6,4,31,4287929,1
38748,80,6,7.0,715,770,7,5,31,0,1
57847,53,17,0.0,148,0,2,0,0,4289924,0
57576,80,6,7.0,829,770,7,5,31,0,1
49260,80,6,7.0,718,770,7,5,31,0,1
35596,80,6,7.0,859,770,7,5,31,0,1
41280,80,6,7.0,730,1288,5,3,30,4277748,1
50676,80,6,7.0,745,1340,6,4,31,4257254,1
45248,80,6,7.0,823,770,7,5,31,0,1
56810,80,6,7.0,789,770,7,5,31,0,1
57014,80,6,7.0,693,770,7,5,31,0,1
54836,80,6,7.0,790,1340,5,4,27,4262296,1
53044,80,6,7.0,773,710,5,4,27,4282925,1
57176,80,6,7.0,2308,718,9,4,30,0,1
49938,80,6,7.0,868,770,7,5,31,0,1
42392,8883,6,222.178,39866,5304,102,102,24,4177650,0
57164,80,6,7.0,779,770,7,5,31,0,1
45926,80,6,7.0,803,770,7,5,31,0,1
37388,53,17,5.178,84,254,1,1,0,4294715,0
61786,18258,17,0.0,28,0,1,0,0,0,0
52290,80,6,7.0,763,770,7,5,31,0,1
53580,80,6,7.0,764,710,5,4,27,4283504,1
51140,80,6,7.0,755,718,6,4,30,0,1
33232,80,6,7.0,112,0,2,0,22,284020,1
55314,80,6,7.0,857,770,7,5,31,0,1
50343,1023,17,0.0,28,0,1,0,0,0,0
55930,80,6,7.0,808,1288,5,3,30,4277203,1
44940,80,6,7.0,885,710,6,4,31,4273892,1
0,0,6,0.0,1361640,0,1560,0,0,4175043,0
42542,80,6,7.0,697,718,6,4,30,0,1
48244,80,6,7.0,112,0,2,0,22,670986,1
56523,53,17,0.0,148,0,2,0,0,4289919,0
47844,19624,17,0.0,28,0,1,0,0,0,0
54894,80,6,7.0,764,770,7,5,31,0,1
59332,80,6,7.0,661,1340,5,4,27,4260544,1
55540,80,6,7.0,1484,1340,8,4,27,4267536,1
36228,8193,17,0.0,28,0,1,0,0,0,0
56438,80,6,7.0,52,0,1,0,20,0,1
46528,80,6,7.0,824,770,7,5,31,0,1
56956,80,6,7.0,637,1340,5,4,27,4261687,1
48360,80,6,7.0,112,0,2,0,22,670950,1
57004,49180,17,0.0,28,0,1,0,0,0,0
37988,80,6,7.0,871,1340,5,4,27,4262870,1
34516,80,6,7.0,914,1340,5,4,27,4260461,1
40580,80,6,7.0,838,770,7,5,31,0,1
57076,80,6,7.0,790,770,7,5,31,0,1
38287,53,17,0.0,144,0,2,0,0,4292466,0
43386,80,6,7.0,766,710,6,4,31,4280972,1
53826,80,6,7.0,512,710,5,4,27,4283158,1
36072,80,6,7.0,715,710,5,4,27,4289921,1
33854,80,6,7.0,792,770,7,5,31,0,1
53814,80,6,7.0,52,0,1,0,20,0,1
53585,64727,17,0.0,28,0,1,0,0,0,0
54258,80,6,7.0,52,0,1,0,20,0,1
52816,80,6,7.0,820,1340,5,4,27,4260273,1
0,0,1,0.0,6867,0,121,0,0,4175633,1
60936,80,6,7.0,52,0,1,0,20,0,1
36400,80,6,7.0,798,710,5,4,27,4289920,1
55922,80,6,7.0,840,770,7,5,31,0,1
60380,80,6,7.0,112,0,2,0,22,279908,1
37060,80,6,7.0,112,0,2,0,22,390880,1
53618,80,6,7.0,112,0,2,0,22,814511,1
48174,80,6,7.0,675,1340,5,4,27,4263815,1
48403,53,17,0.0,148,0,2,0,0,4289918,0
58614,80,6,7.0,52,0,1,0,20,0,1
47845,34079,17,0.0,28,0,1,0,0,0,0
56540,80,6,7.0,818,1340,5,4,27,4262056,1
36092,80,6,7.0,112,0,2,0,22,1763866,1
52996,80,6,7.0,52,0,1,0,20,0,1
36228,49204,17,0.0,28,0,1,0,0,0,0
48708,80,6,7.0,660,1340,5,4,27,4260860,1
61786,2002,17,0.0,28,0,1,0,0,0,0
46713,53,17,0.0,144,0,2,0,0,4292466,0
42018,80,6,7.0,675,1288,5,3,30,4276029,1
54444,80,6,7.0,857,770,7,5,31,0,1
55184,80,6,7.0,855,770,7,5,31,0,1
56438,80,6,7.0,1870,770,9,5,31,0,1
0,0,1,0.0,440,0,3,0,0,4277954,1
45950,80,6,7.0,852,770,7,5,31,0,1
58474,80,6,7.0,787,770,7,5,31,0,1
80,80,6,7.0,130284,0,462,0,0,4217898,0
53220,80,6,7.0,112,0,2,0,22,814868,1
33910,80,6,7.0,587,1340,5,4,27,4261279,1
52092,80,6,7.0,626,710,5,4,27,4283153,1
3306,56130,6,20.0,294,120,4,3,29,4294967,0
48625,53,17,0.0,148,0,2,0,0,4289919,0
58562,80,6,7.0,808,770,7,5,31,0,1
39070,80,6,7.0,725,710,5,4,27,4289918,1
57306,80,6,7.0,52,0,1,0,20,0,1
33974,80,6,7.0,881,770,7,5,31,0,1
42746,80,6,7.0,705,710,6,4,31,4281505,1
34420,80,6,7.0,635,1340,5,4,27,4260437,1
47845,21644,17,0.0,28,0,1,0,0,0,0
59848,80,6,7.0,781,770,7,5,31,0,1
53528,80,6,7.0,52,0,1,0,20,0,1
57172,80,6,7.0,648,770,7,5,31,0,1
33746,80,6,7.0,797,770,7,5,31,0,1
53814,80,6,7.0,664,1340,5,4,27,4262120,1
36358,80,6,7.0,679,710,5,4,27,4289918,1
52278,80,6,7.0,668,1340,5,4,27,4260373,1
58306,79,6,7.0012720096289,669,1413,1,5,20,4908,1
0,0,1,0.0,848,0,3,0,0,4280396,1
36228,1214,17,0.0,28,0,1,0,0,0,0
51000,80,6,7.0,164,60,3,1,22,4294966,1
42106,80,6,7.0,739,770,7,5,31,0,1
53144,80,6,7.0,849,1340,9,4,31,4235849,1
52500,80,6,7.0,815,1340,6,4,31,4276124,1
50978,80,6,7.0,772,770,7,5,31,0,1
53540,80,6,7.0,842,770,7,5,31,0,1
53268,80,6,7.0,737,710,5,4,27,4283378,1
46450,80,6,7.0,662,1340,5,4,27,4261750,1
57356,80,6,7.0,648,1280,4,3,25,4261298,1
48682,3306,6,0.0,434,497,7,6,27,4294769,0
60294,80,6,7.0,574,1340,5,4,27,4278766,1
52588,80,6,7.0,628,1288,5,3,30,4276137,1
51346,80,6,7.0,688,1340,5,4,27,4261271,1
53788,80,6,7.0,52,0,1,0,20,0,1
59376,80,6,7.0,802,770,7,5,31,0,1
35206,80,6,7.0,52,0,1,0,20,0,1
59698,80,6,7.0,652,710,5,4,27,4289919,1
52846,80,6,7.0,112,0,2,0,22,2739698,1
42422,80,6,7.0,52,0,1,0,20,0,1
35248,80,6,7.0,629,710,5,4,27,4287329,1
54344,80,6,7.0,952,770,7,5,31,0,1
44692,80,6,7.0,686,710,6,4,31,4273857,1
53612,80,6,7.0,52,0,1,0,20,0,1
40224,3306,6,0.0,434,497,7,6,27,4294769,0
60286,80,6,7.0,431,685,5,4,25,4294815,1
51106,80,6,7.0,658,1340,5,4,27,4278606,1
59970,80,6,7.0,752,770,7,5,31,0,1
37830,80,6,7.0,712,710,5,4,27,4284156,1
3456,80,17,0.0,2532337,2489464,2518,2518,0,4175041,0
37716,80,6,7.0,112,0,2,0,22,1818811,1
52314,80,6,7.0,52,0,1,0,20,0,1
51874,80,6,7.0,671,710,5,4,27,4283156,1
